Neutroticism:Anxiety,Neutroticism:Angry Hostility,Neutroticism:Depression,Neutroticism:Self-Consciousness,Neutroticism:Impulsiveness,Neutroticism:Vulnerability,Extraversion:Warmth,Extraversion:Gregariousness,Extraversion:Assertiveness,Extraversion:Activity,Extraversion:Excitement-Seeking,Extraversion:Positive Emotions,Openness:Fantasy,Openness:Aesthetics,Openness:Feelings,Openness:Actions,Openness:Ideas,Openness:Values,Agreeableness:Trust,Agreeableness:Straightforwardness,Agreeableness:Altruism,Agreeableness:Compliance,Agreeableness:Modesty,Agreeableness:Tender-Mindedness,Conscientiousness:Competence,Conscientiousness:Order,Conscientiousness:Dutifulness,Conscientiousness:Achievement Striving,Conscientiousness:Self-Discipline,Conscientiousness:Deliberation,Novelty Seeking:Exploratory Excitability,Novelty Seeking:Impulsiveness,Novelty Seeking:Extravagance,Novelty Seeking:Disorderliness,Harm avoidance:Worry & pessimism,Harm avoidance:Fear of uncertainty,Harm avoidance:Shyness with strangers,Harm avoidance:Fatigability & asthenia,Reward dependence:Sentimentality,Reward dependence:Warm communication,Reward dependence:Attachment,Reward dependence:Dependence,Persistence:Eagerness of effort,Persistence:Work hardened,Persistence:Ambitious,Persistence:Perfectionist,Self-directedness:Responsibility,Self-directedness:Purposefulness,Self-directedness:Resourcefulness,Self-directedness:Self-acceptance,Self-directedness:Enlightened second nature,Cooperativeness:Social acceptance,Cooperativeness:Empathy,Cooperativeness:Helpfulness,Cooperativeness:Compassion,Cooperativeness:Pure-hearted conscience,Self-transcendence:Self-forgetful,Self-transcendence:Transpersonal identification,Self-transcendence:Spiritual acceptance,Primary Trait Dimensions:Well-being,Primary Trait Dimensions:Social Potency,Primary Trait Dimensions:Achievement,Primary Trait Dimensions:Social Closeness,Primary Trait Dimensions:Stress Reaction,Primary Trait Dimensions:Aggression,Primary Trait Dimensions:Alienation,Primary Trait Dimensions:Control,Primary Trait Dimensions:Harm-avoidance,Primary Trait Dimensions:Traditionalism,Primary Trait Dimensions:Absorption,Folk Scales:Dominance,Folk Scales:Capacity for Status,Folk Scales:Sociability,Folk Scales:Social Presence,Folk Scales:Self-acceptance,Folk Scales:Independance,Folk Scales:Empathy,Folk Scales:Responsibility,Folk Scales:Socialization,Folk Scales:Self-control,Folk Scales:Good Impression,Folk Scales:Communality,Folk Scales:Well-being,Folk Scales:Tolerance,Folk Scales:Achievement via Conformance,Folk Scales:Achievement via Independence,Folk Scales:Intellectual Efficiency,Folk Scales:Psychological-mindedness,Folk Scales:Flexibility,Folk Scales:Femininity,Special Purpose Scales:Managerial Potential,Special Purpose Scales:Work Orientation,Special Purpose Scales:Creative Temperament,Special Purpose Scales:Leadership,Special Purpose Scales:Amicability,Special Purpose Scales:Law Enforcement Orientation,Special Purpose Scales:Tough-mindedness,Honesty-Humility:Sincerity,Honesty-Humility:Fairness,Honesty-Humility:Greed Avoidance,Honesty-Humility:Modesty,Emotionality:Fearfulness,Emotionality:Anxiety,Emotionality:Dependence,Emotionality:Sentimentality,eXtraversion:Expressiveness,eXtraversion:Social Boldness,eXtraversion:Sociability,eXtraversion:Liveliness,Agreeableness:Forgiveness,Agreeableness:Gentleness,Agreeableness:Flexibility,Agreeableness:Patience,Concienciousness:Organization,Concienciousness:Diligence,Concienciousness:Perfectionism,Concienciousness:Prudence,Openness to Experience:Aesthetic Appreciation,Openness to Experience:Inquisitiveness,Openness to Experience:Creativity,Openness to Experience:Unconventionality,Scales:Complexity,Scales:Breadth of Interest,Scales:Innovation,Scales:Tolerance,Scales:Empathy,Scales:Anxiety,Scales:Cooperativeness,Scales:Sociability,Scales:Social Confidence,Scales:Energy Level,Scales:Social Astuteness,Scales:Risk Taking,Scales:Organization,Scales:Traditional Values,Scales:Responsibility,Extraversion:Affiliation,Extraversion:Dominance,Extraversion:Exhibition,Agreeableness:Abasement,Agreeableness:Even-tempered,Agreeableness:Good-natured,Independence:Autonomy,Independence:Individualism,Independence:Self Reliance,Openness to Experince:Change,Openness to Experince:Understanding,Openness to Experince:Breadth of Interest,Methodicalness:Cognitive Structure,Methodicalness:Deliberativeness,Methodicalness:Order,Industriousness:Achievement,Industriousness:Endurance,Industriousness:Seriousness,Adjustment:Empathy,Adjustment:Not anxious,Adjustment:No guilt,Adjustment:Calmness,Adjustment:Even-tempered,Adjustment:No somatic complaints,Adjustment:Trusting,Adjustment:Good attachment,Ambition:Competitive,Ambition:Self confidence,Ambition:No depression,Ambition:Leadership,Ambition:Identity,Ambition:No social anxiety,Sociability:Likes parties,Sociability:Likes crowds,Sociability:Experience-seeking,Sociability:Exhibitionistic,Sociability:Entertaining,Interpersonal Sensitivity:Easy to live with,Interpersonal Sensitivity:Sensitive,Interpersonal Sensitivity:Caring,Interpersonal Sensitivity:Likes people,Interpersonal Sensitivity:No hostility,Prudence:Moralistic,Prudence:Mastery,Prudence:Virtuous,Prudence:Not autonomous,Prudence:Not spontaneous,Prudence:Impulse control,Prudence:Avoids trouble,Learning Approach:Education,Learning Approach:Math ability,Learning Approach:Good memory,Learning Approach:Reading
43,43,30,10,40,20,73,47,97,87,63,87,77,90,47,90,73,50,77,60,77,37,7,47,87,63,87,90,83,63,87,30,40,47,40,23,10,13,60,73,57,43,90,83,93,83,80,83,83,57,53,40,77,63,37,53,50,47,30,83,90,83,57,40,43,23,73,47,47,50,93,97,93,97,97,77,93,60,60,50,43,73,80,53,70,67,93,93,40,30,67,67,57,87,77,87,73,53,57,37,7,27,43,23,50,90,97,63,87,33,50,47,40,63,87,80,77,87,77,90,47,53,87,87,50,47,50,27,57,93,90,60,50,70,40,57,70,90,87,30,30,40,63,70,53,90,80,70,73,73,63,87,80,27,57,50,80,60,57,77,67,83,97,93,70,97,83,97,63,53,87,77,93,57,77,83,67,50,43,87,40,20,60,53,60,83,83,90,61
100,83,73,60,90,83,87,27,73,77,73,83,77,33,93,70,90,70,50,77,90,40,60,63,77,37,57,57,53,33,73,47,93,40,57,43,20,53,93,90,90,57,60,80,67,63,47,97,47,23,10,40,90,53,33,63,97,83,60,80,47,70,50,77,63,43,53,47,30,77,80,53,80,57,90,33,87,40,60,17,7,7,33,20,47,43,57,53,47,57,40,27,37,73,47,57,23,50,60,33,40,43,90,60,97,77,77,63,70,13,43,37,33,23,57,87,57,13,53,97,90,73,17,93,17,100,90,90,50,90,47,57,43,30,27,60,70,53,37,40,3,23,57,20,50,73,60,33,67,53,40,70,87,23,40,10,33,17,17,37,30,80,80,47,63,70,83,70,63,47,73,63,80,53,93,93,70,40,47,77,37,90,20,40,43,53,61,73,72
83,83,87,87,77,80,20,17,13,10,53,23,70,57,33,63,63,60,13,43,30,57,77,43,20,17,50,17,17,37,53,50,43,63,83,53,93,93,30,7,17,27,17,40,27,20,7,7,27,30,20,57,43,30,43,10,50,37,13,10,23,27,27,93,70,77,37,27,47,70,17,17,10,33,13,17,33,23,33,43,23,47,10,17,17,53,33,30,50,53,10,13,40,10,27,20,13,53,33,63,63,50,80,37,33,23,17,20,13,37,53,50,37,17,20,53,37,47,63,43,63,47,33,43,33,30,77,47,27,10,7,43,60,17,23,33,20,27,20,27,30,33,70,63,63,67,40,53,63,37,20,13,30,17,33,23,10,47,17,7,20,57,20,13,10,20,17,17,27,30,63,20,60,53,33,40,20,50,27,33,37,50,47,33,27,43,44,43,61
17,10,7,10,57,10,90,67,90,63,80,97,87,90,90,93,93,90,97,63,97,73,20,80,70,63,43,53,30,47,93,53,40,67,10,7,13,57,83,90,90,47,17,53,63,50,93,90,97,77,43,80,100,97,77,53,60,83,27,83,77,63,73,13,13,20,57,17,7,63,87,87,87,90,90,93,90,73,40,53,70,80,80,70,87,90,100,97,70,33,87,80,83,90,87,43,77,57,47,43,30,17,13,57,83,90,83,70,70,73,73,80,67,57,27,43,57,90,97,90,87,93,90,87,93,80,13,27,73,87,50,73,83,40,7,47,77,70,80,53,73,83,37,50,27,93,97,93,50,57,47,33,53,10,87,87,80,80,90,63,77,63,77,93,93,77,87,90,73,73,97,67,93,93,100,97,73,90,23,37,57,33,43,30,30,97,78,87,56
60,50,60,60,83,53,37,37,40,60,63,47,73,90,50,83,77,37,50,43,60,50,70,63,50,53,37,40,40,40,67,47,90,70,47,40,70,47,43,33,20,43,53,83,50,60,47,50,53,30,20,60,63,50,57,50,77,60,63,57,43,73,43,63,70,53,43,37,60,80,40,33,33,40,33,50,47,43,37,40,23,70,37,27,43,60,67,57,33,37,30,27,47,43,40,50,40,40,27,33,50,43,47,60,43,23,33,37,53,50,40,37,43,40,43,70,43,83,77,70,60,53,87,77,50,47,43,43,43,33,57,57,63,30,57,27,40,53,20,40,57,37,53,47,53,77,80,80,67,43,43,43,83,23,63,57,37,53,50,53,33,37,53,40,40,47,50,40,50,47,73,27,33,53,60,53,33,63,23,63,30,57,33,30,30,70,67,83,89
63,40,50,70,63,63,50,27,67,70,53,67,80,93,70,93,83,97,70,73,83,73,53,87,73,87,63,83,87,23,87,67,67,37,53,33,53,37,60,43,47,37,73,63,77,83,47,77,70,43,50,93,87,77,80,43,57,87,30,70,53,80,57,67,33,60,40,27,0,70,57,47,47,53,57,33,60,60,37,30,47,60,43,40,50,80,73,53,33,57,40,53,70,50,63,77,30,63,70,57,53,33,63,73,67,53,57,43,57,77,73,87,63,93,90,63,57,93,90,70,87,97,90,73,87,70,60,53,57,53,63,53,60,90,13,70,53,50,47,67,60,77,53,43,33,90,83,93,50,40,90,87,80,23,63,40,43,50,60,43,57,50,80,53,73,63,47,47,43,30,90,67,43,77,87,77,43,90,57,83,53,57,33,33,27,87,67,83,56
67,33,53,70,60,60,50,7,20,33,40,43,77,90,40,80,67,80,77,77,67,70,87,70,43,67,73,53,43,37,80,47,47,23,53,53,90,80,33,33,43,27,30,63,50,73,57,30,23,63,47,80,47,60,77,37,70,43,40,43,17,73,23,60,17,40,40,47,37,80,17,13,7,30,13,27,27,50,63,53,57,60,50,33,27,67,70,73,30,60,30,43,37,20,67,47,43,80,77,83,93,53,63,40,23,27,20,23,17,60,63,60,73,60,67,67,53,90,93,80,77,77,90,80,60,13,53,40,23,10,20,10,40,57,40,77,30,13,13,47,70,53,80,70,53,80,93,93,67,40,50,47,67,23,80,47,50,63,67,23,53,70,33,23,57,23,47,10,33,27,83,13,43,67,37,50,37,77,50,80,63,47,57,50,43,53,78,57,72
53,40,47,53,47,33,60,23,53,67,57,53,80,70,77,80,83,83,57,83,67,50,73,67,50,47,57,37,50,70,73,33,53,37,60,37,63,40,67,63,60,67,47,63,47,47,50,53,40,70,57,63,77,60,47,50,70,73,27,73,33,60,50,50,67,47,63,27,23,60,47,23,27,30,37,53,37,60,63,77,50,83,63,50,63,73,87,83,60,20,53,57,53,43,53,40,67,83,57,67,80,20,67,57,70,53,37,47,50,50,57,70,63,53,43,53,57,83,97,87,73,83,83,83,60,87,57,57,50,37,60,30,60,50,37,57,57,37,17,50,67,57,53,53,30,80,90,87,70,63,57,43,57,33,57,43,63,77,60,63,40,43,37,47,70,47,70,27,43,33,73,27,63,50,83,83,50,63,17,33,40,70,47,60,57,83,89,83,72
80,70,80,83,37,77,77,73,40,33,37,77,83,97,93,87,100,80,40,50,77,27,80,60,23,50,73,47,50,67,67,33,0,73,73,63,57,73,90,60,50,57,43,77,30,83,17,7,37,67,57,80,100,57,30,40,87,63,13,23,17,87,97,83,93,100,73,37,17,77,37,30,43,37,43,27,63,27,30,67,33,60,17,7,40,67,53,33,67,37,27,37,80,20,30,40,20,70,23,80,80,43,80,83,90,60,37,57,33,40,33,47,20,40,60,77,70,97,93,100,90,83,90,100,60,97,73,77,97,23,23,53,53,47,27,23,70,20,57,27,33,40,20,23,7,80,93,97,57,73,60,53,87,57,37,27,17,37,30,17,20,40,30,20,30,23,17,30,40,53,67,23,87,47,100,97,63,63,13,63,17,80,43,73,20,93,94,100,94
90,50,80,77,70,80,40,13,23,40,30,33,70,67,73,90,80,80,43,77,80,53,97,90,50,73,57,43,67,47,93,47,60,37,87,73,97,43,97,20,37,73,70,63,53,60,23,23,33,40,37,73,100,80,60,43,70,83,40,37,10,63,23,83,53,77,50,40,20,63,20,7,7,17,13,10,27,60,37,60,37,40,33,40,40,67,50,47,37,73,33,30,47,17,37,57,33,70,60,63,90,70,93,53,90,23,13,10,27,53,57,53,53,77,63,67,50,70,83,80,73,80,63,73,67,73,93,80,23,3,47,37,47,73,33,60,17,20,3,53,40,40,53,30,47,87,77,70,67,50,77,70,67,30,40,7,33,17,50,30,43,40,33,23,27,30,33,10,27,27,93,3,47,60,100,80,13,67,50,67,47,77,40,50,47,73,44,80,56
17,63,20,27,13,10,23,13,77,80,67,47,63,40,33,73,93,7,70,23,50,17,60,30,77,87,80,93,77,67,63,33,50,83,33,13,73,17,30,13,27,10,70,77,90,90,77,77,87,57,83,30,50,23,27,60,40,10,63,67,77,90,23,27,90,33,67,10,60,37,60,43,40,57,57,67,53,20,23,47,53,90,80,23,53,90,83,83,23,10,30,80,60,67,50,73,83,43,7,27,30,10,20,17,23,57,43,17,60,23,13,17,10,90,87,73,80,27,73,83,73,43,27,87,27,20,23,3,23,40,80,73,83,83,63,7,17,93,13,13,30,20,83,100,67,80,57,40,63,67,77,73,77,37,33,77,80,73,37,87,43,47,90,90,77,93,80,57,17,17,67,37,67,20,50,50,17,40,47,70,10,3,60,20,27,73,94,63,94
80,57,63,70,47,77,57,40,30,50,40,60,87,93,67,80,87,87,60,73,77,80,77,80,37,47,53,23,23,73,70,23,23,30,60,53,67,67,83,50,63,63,20,50,27,43,43,37,37,57,40,60,77,70,80,27,43,67,20,50,17,53,63,70,20,47,67,63,27,60,30,20,37,33,37,27,50,67,73,67,47,67,60,50,57,67,83,77,47,63,27,53,50,27,63,33,37,63,87,77,70,53,67,80,83,30,27,53,47,70,63,57,67,43,30,63,60,97,93,70,67,83,97,67,67,83,67,70,63,33,40,43,30,33,17,87,60,23,17,43,53,47,37,47,43,80,90,97,80,67,47,20,57,23,63,33,60,43,43,40,47,80,37,27,47,30,47,30,53,53,80,23,60,80,77,80,53,73,47,43,67,80,50,67,80,77,78,90,72
97,73,93,93,90,93,3,7,7,7,33,13,77,83,67,57,43,83,13,43,47,43,100,60,13,23,33,0,7,47,43,37,53,73,93,80,100,97,60,7,17,77,0,13,7,20,13,3,20,43,10,57,73,47,37,23,53,53,3,0,17,23,10,93,67,83,50,57,27,57,7,3,0,13,7,3,20,27,17,43,27,33,7,20,23,43,13,17,53,93,17,10,43,3,20,10,10,63,23,70,90,80,97,37,63,13,7,0,0,27,40,37,33,20,3,50,33,80,53,43,57,67,70,43,33,63,93,83,10,0,3,53,50,17,10,23,0,17,0,20,30,33,53,37,57,47,50,77,67,50,30,3,23,43,27,7,7,17,27,0,23,33,3,3,7,7,20,3,10,13,50,0,33,33,73,47,0,37,3,27,23,83,47,47,33,27,17,33,50
80,33,73,67,63,73,53,43,53,73,67,53,87,93,90,87,93,53,43,77,80,53,57,73,60,73,50,53,50,23,80,67,70,47,77,37,73,33,87,53,67,47,67,77,57,60,27,43,63,63,27,77,83,90,67,50,87,87,53,60,37,73,53,80,23,77,30,33,37,83,43,37,33,43,43,23,47,67,37,33,47,70,33,63,33,73,57,57,47,40,47,33,67,20,67,57,30,70,53,70,67,27,77,67,93,47,37,30,70,47,53,60,53,73,57,60,27,97,97,90,80,77,97,83,60,97,77,50,53,33,73,50,63,73,50,53,37,33,33,37,40,63,43,40,43,77,97,100,47,30,80,53,77,17,53,23,33,23,67,53,47,47,57,43,33,43,40,40,40,47,83,57,30,63,83,67,40,73,47,60,33,60,23,33,23,77,39,90,44
60,60,60,50,40,47,50,50,80,63,77,50,70,83,43,90,83,60,43,47,67,37,40,70,47,63,50,67,37,63,83,30,27,80,73,27,30,53,57,40,33,27,40,57,77,63,33,50,73,43,53,57,70,50,40,50,43,43,30,30,70,73,63,73,53,67,73,37,33,57,77,77,70,73,73,63,73,33,17,30,50,67,27,37,43,57,53,47,30,27,40,37,50,67,30,40,43,50,17,40,40,17,60,63,60,63,73,67,50,43,50,53,40,50,40,60,67,97,87,80,83,77,93,80,47,47,60,27,63,70,47,67,67,40,13,17,57,70,60,30,33,47,57,63,37,90,87,93,77,73,40,57,63,30,47,40,27,47,40,33,33,47,80,60,37,73,47,77,67,57,87,67,60,47,67,67,60,33,23,67,37,37,53,30,20,67,61,70,67
33,13,30,47,83,17,83,47,57,50,20,70,70,73,63,80,63,43,83,90,93,67,83,83,73,53,63,63,60,40,63,50,70,27,33,43,53,50,83,83,50,30,70,70,77,50,67,77,63,63,30,90,93,90,87,73,87,87,83,77,40,60,57,43,10,23,47,57,53,63,43,37,50,40,40,67,37,70,63,70,57,43,63,60,63,50,73,67,60,60,70,57,47,60,87,63,60,83,80,83,87,43,43,37,73,30,33,60,43,77,70,77,67,57,67,60,47,80,73,73,70,70,83,73,87,70,37,27,57,47,57,30,13,57,67,80,73,43,30,73,60,70,67,73,50,77,77,80,60,47,57,70,73,57,80,63,63,57,87,57,73,67,70,77,77,47,63,50,50,43,67,17,30,90,93,90,77,93,67,60,57,27,47,67,40,53,44,67,61
70,50,47,63,47,63,37,10,47,67,60,77,80,87,40,60,77,50,67,3,47,37,50,30,70,80,70,73,80,73,60,13,20,67,50,23,67,40,43,20,3,77,90,83,77,90,53,57,63,23,50,23,37,20,20,0,77,37,33,63,73,87,0,67,60,53,77,50,60,93,50,53,43,73,60,40,60,33,17,33,40,70,33,0,63,50,83,63,17,33,17,43,43,47,40,87,30,23,37,47,27,30,70,27,23,53,53,3,73,27,47,37,50,77,93,87,83,87,83,90,80,40,67,90,3,23,70,87,0,47,70,93,50,80,20,37,20,80,33,27,60,37,80,40,73,63,47,87,90,77,80,87,93,30,57,30,33,47,50,53,30,20,77,47,63,77,47,53,17,23,57,47,67,30,37,53,3,30,53,90,23,97,27,53,20,53,39,73,72
100,90,90,87,77,97,40,10,37,27,60,40,87,100,70,83,83,70,43,63,60,53,33,67,37,60,67,43,47,40,80,43,60,53,90,53,87,90,60,27,37,57,27,63,53,67,27,30,43,23,23,40,73,47,60,40,83,77,50,27,43,73,30,90,50,73,43,27,20,80,30,17,10,33,27,3,40,47,53,20,10,27,17,20,33,73,57,43,37,60,10,10,50,7,37,40,13,47,53,30,33,50,97,50,60,50,30,30,17,37,33,30,33,63,53,70,50,100,87,83,83,87,100,90,43,60,100,73,30,17,20,47,63,50,40,53,33,43,27,37,17,20,60,13,40,80,90,100,67,43,60,40,67,30,17,0,17,13,10,3,33,63,50,17,17,53,33,10,33,27,80,70,60,53,70,70,27,47,40,50,50,73,33,37,33,83,78,83,67
53,33,50,43,43,40,70,60,37,33,47,67,40,60,53,63,47,17,57,83,80,70,87,63,57,50,67,33,37,73,50,27,3,20,43,57,47,77,73,60,63,70,30,50,37,60,50,50,50,67,63,77,67,83,77,80,57,60,80,47,27,63,63,50,27,67,63,73,93,60,43,47,60,53,50,53,47,63,60,87,73,57,57,60,57,23,40,47,37,73,63,67,23,50,50,50,67,83,83,83,80,63,53,57,73,47,37,57,47,60,70,60,63,40,37,70,57,63,53,40,10,7,60,40,43,67,47,50,63,53,23,30,23,30,87,83,57,33,33,50,53,50,40,70,33,63,33,63,70,63,40,30,60,53,63,53,57,60,67,33,70,67,40,53,50,33,53,60,53,63,53,13,63,73,67,67,63,80,60,50,73,57,53,83,77,23,83,33,83
77,20,40,80,27,57,57,30,17,27,60,57,80,97,53,77,83,50,80,70,83,77,100,80,50,60,77,43,50,43,63,43,10,50,50,53,93,63,63,33,13,53,37,60,40,60,57,37,37,47,73,93,70,97,87,33,77,77,50,63,7,63,63,63,23,37,57,57,53,67,13,3,7,20,10,23,33,73,63,67,73,63,57,47,70,57,87,70,33,63,73,77,40,20,97,33,43,83,63,97,97,53,83,63,70,27,10,33,27,67,67,73,53,57,53,80,63,97,93,73,80,70,93,77,53,70,63,77,63,0,33,33,43,53,43,63,47,10,7,50,60,60,37,53,37,70,90,97,67,57,63,53,70,30,67,37,57,63,80,33,70,97,33,23,77,17,40,3,37,37,70,0,63,83,70,63,43,97,37,63,43,80,37,57,30,67,67,87,89
73,60,73,70,67,70,23,13,57,47,40,33,73,53,73,83,57,37,47,73,50,43,63,60,33,53,47,40,50,33,80,70,63,27,70,40,80,67,63,27,43,63,43,37,47,40,43,50,47,70,37,57,63,63,43,70,60,50,43,30,43,37,30,73,37,47,33,37,40,53,50,33,33,30,43,37,40,60,27,40,23,53,40,53,53,63,67,60,53,53,33,33,73,47,40,43,33,83,63,73,73,40,70,37,70,37,50,10,13,40,43,53,43,57,47,37,37,67,73,80,50,60,77,67,50,83,73,70,30,30,40,20,53,47,53,63,13,43,20,40,30,53,60,37,60,70,80,63,43,33,47,53,40,23,43,27,40,27,40,20,57,30,53,37,40,53,47,37,20,23,80,37,50,37,67,53,13,57,17,43,30,73,50,53,60,90,22,83,22
87,87,43,40,57,60,33,10,63,53,27,27,27,67,63,63,67,17,53,67,43,43,77,33,87,93,77,80,90,80,47,3,73,50,77,63,80,50,33,10,70,10,80,80,73,77,53,70,67,77,33,30,47,20,67,53,60,30,57,57,53,77,27,63,43,27,97,60,67,67,50,37,33,47,50,30,47,43,57,50,20,20,57,40,60,50,73,70,7,70,23,40,33,53,47,87,53,53,50,63,63,67,87,53,23,57,37,17,27,33,20,27,27,93,83,80,90,63,60,37,47,30,50,33,23,30,90,20,27,33,43,43,33,93,63,50,17,70,7,23,17,23,83,100,60,63,63,50,97,97,80,90,70,57,17,10,57,23,13,23,37,70,77,70,50,70,80,50,13,13,60,27,33,37,47,57,23,50,53,87,13,13,53,77,57,77,56,77,78
80,83,50,40,77,67,83,90,53,70,73,77,83,93,67,73,83,50,63,60,80,30,67,80,57,53,33,53,37,40,80,43,70,70,53,33,17,67,100,70,63,50,57,90,67,60,47,70,67,23,23,60,87,57,60,63,93,93,80,57,47,77,83,67,60,57,43,40,47,80,70,70,77,80,77,40,73,53,17,17,37,53,27,33,40,67,73,57,47,40,33,37,40,50,27,47,33,60,27,30,50,40,67,87,93,87,67,97,70,50,27,37,30,47,63,57,33,93,87,87,80,60,73,93,47,77,73,53,83,77,50,67,67,43,43,27,90,57,70,40,7,27,40,50,40,87,47,93,57,43,30,57,73,37,33,27,27,17,17,43,43,47,73,53,33,77,53,73,93,90,73,43,60,53,87,83,90,43,67,67,47,57,7,20,27,60,83,57,78
87,73,57,63,27,50,43,20,67,57,37,57,87,77,80,83,53,73,17,87,53,53,80,67,57,60,67,77,47,50,77,30,40,30,80,60,73,77,63,53,50,20,20,60,77,87,20,50,57,40,63,70,83,67,80,50,90,97,63,40,53,80,17,77,20,83,63,60,40,63,50,37,33,50,47,43,37,53,30,50,40,40,23,30,43,40,57,50,33,57,50,40,23,57,20,47,43,73,77,53,60,60,97,47,53,47,33,13,40,70,40,43,37,47,57,83,77,73,80,80,73,67,63,77,77,60,90,30,17,37,27,33,27,37,40,77,33,73,7,47,30,27,77,87,70,80,80,70,80,63,47,50,73,40,27,10,23,40,27,27,17,37,87,67,30,83,37,50,33,33,90,17,60,83,83,60,20,63,40,73,43,30,40,60,30,47,50,57,78
63,53,63,83,80,63,33,30,33,30,47,33,60,87,67,80,83,73,50,73,63,63,87,80,30,40,57,13,33,53,63,37,43,50,80,60,60,73,50,37,57,43,23,60,20,27,27,10,40,57,37,73,73,63,67,43,37,43,7,13,23,40,43,73,40,57,53,47,23,67,33,33,33,37,37,27,53,37,63,60,43,60,33,23,33,70,57,47,53,60,37,37,53,20,60,33,30,77,37,73,90,53,80,50,60,43,33,43,27,47,57,60,50,43,27,57,43,87,93,63,80,80,83,67,50,50,63,67,43,37,30,30,43,33,13,37,33,20,20,60,47,50,57,53,57,77,83,90,63,53,43,17,47,47,40,37,33,53,47,23,50,70,17,17,33,20,20,33,37,33,70,10,53,53,70,60,40,67,17,27,50,67,73,53,43,70,83,70,83
93,60,87,93,87,90,20,0,20,20,10,30,63,80,60,27,57,67,47,73,70,57,90,73,23,43,50,27,20,67,23,23,43,50,90,93,93,87,83,10,30,67,23,27,40,47,13,17,20,47,17,63,83,63,57,37,53,63,27,27,27,43,7,97,43,83,67,73,33,67,20,10,10,27,17,3,37,77,63,60,40,23,13,57,50,33,43,27,50,97,40,17,33,7,50,23,10,67,57,63,77,93,97,37,77,30,13,0,17,40,40,40,37,40,30,60,53,83,70,57,73,67,80,40,40,60,93,90,7,10,10,43,23,27,27,57,3,30,10,40,37,37,73,37,67,10,70,83,80,67,37,23,40,63,30,7,13,27,40,10,57,67,20,10,17,23,30,13,7,7,33,17,57,47,83,63,3,47,30,47,43,87,63,70,50,67,6,77,33
90,73,80,73,63,87,33,13,23,20,33,30,73,63,47,40,83,77,47,80,73,63,87,73,47,40,60,27,33,63,37,27,30,43,80,63,93,83,60,10,17,47,0,40,33,47,30,30,40,70,33,53,73,60,50,43,67,63,20,27,17,57,23,77,57,63,73,50,30,70,20,7,13,17,17,13,33,67,43,50,47,33,33,40,43,63,60,53,47,73,33,27,50,17,40,37,27,87,40,70,87,60,83,43,53,20,17,17,7,27,53,37,40,43,33,53,63,43,50,73,80,83,53,77,30,43,87,63,23,10,17,27,37,33,27,40,20,23,10,37,30,37,67,50,57,53,70,53,70,73,40,27,47,63,30,13,33,20,27,10,30,60,43,23,23,27,40,13,13,17,37,10,47,50,73,67,13,47,20,43,57,60,50,53,37,73,78,77,83
100,90,80,77,23,87,97,37,93,90,57,87,80,93,80,97,67,40,43,57,90,70,30,87,73,90,87,80,80,77,83,30,50,70,80,70,20,23,73,90,60,60,57,63,80,100,20,70,50,53,63,63,100,70,67,73,100,97,70,53,70,80,70,97,43,83,77,57,60,100,80,80,87,80,87,33,87,50,27,40,43,50,10,10,50,63,67,50,27,80,27,10,57,73,30,80,37,57,57,63,57,70,90,60,73,83,87,70,73,67,53,37,30,83,80,83,83,80,87,83,90,70,87,63,57,80,90,80,70,80,67,70,47,70,43,57,80,60,87,23,23,27,50,17,13,77,100,87,67,77,83,73,80,27,40,10,10,20,10,50,17,70,80,53,37,67,57,80,70,57,97,93,97,97,100,100,83,67,43,77,47,80,10,37,13,80,33,100,33
80,60,77,80,60,77,40,80,30,50,50,60,50,53,60,67,23,60,30,23,60,37,30,40,57,63,30,17,43,13,47,67,90,83,67,60,40,53,43,63,53,63,47,50,27,57,27,40,17,13,30,33,40,43,20,20,67,47,13,33,67,57,63,77,63,77,17,23,43,50,37,43,57,53,47,27,47,50,33,20,20,43,37,27,40,30,40,27,40,73,37,37,50,33,47,53,20,20,27,10,23,63,77,87,50,37,47,77,50,27,40,30,23,63,47,37,17,67,50,37,33,27,67,30,37,67,70,77,63,57,50,80,63,53,37,27,60,70,60,17,27,40,37,23,47,60,37,67,47,17,57,33,50,37,37,30,37,27,40,50,30,40,43,23,30,60,30,43,83,83,63,67,67,40,40,43,63,33,40,47,33,83,33,20,30,63,33,53,22
73,87,73,80,93,73,40,20,30,53,70,30,83,47,70,50,97,60,40,47,53,37,83,73,27,33,40,13,17,27,43,57,83,73,83,60,90,63,63,23,77,47,17,57,17,40,13,3,33,33,10,47,60,33,47,13,63,33,7,30,10,57,50,87,70,77,33,23,37,60,30,17,13,33,30,17,50,47,20,23,27,53,20,13,23,67,67,50,47,50,13,17,53,13,23,23,13,60,30,57,67,57,77,70,63,53,27,27,40,20,30,43,23,23,13,70,33,27,60,67,83,60,27,70,20,63,80,77,50,13,30,50,77,10,10,30,30,17,3,43,13,43,43,43,40,63,63,43,57,33,30,13,60,10,17,20,20,23,13,33,13,53,17,20,20,30,20,20,30,33,63,10,57,23,47,70,30,47,10,37,13,67,37,7,17,80,100,93,94
